Missing Taxonomy
Cansjera_rheedii
Capparis_longestipitata
Carex_alta
Carex_daibuensis
Caria_papaya
Carissa_cochinchinensis
Carmona_microphylla
Carpesium_nepalensis
Casearia_flavovirens
Casearia_glomelata
Casearia_grewiaefolia
Cassia_angustifolia
Castanopsis_echidnocarpa
Casuarian_cunninghamiana
Casuarina_junghuniana
Cayratia_cheniana
Celastrus_gemnatus
Celtis_japonica
Centosteca_uniflora
Chenopodium_botrys
Chloranthus_spicatus
Chlorophytum_bichetii
Chrysophyllum_lanceolatum
Cichorium_instybus
Cinnamomum_burmanii
Cinnamomum_impressineurium
Cinnamomum_longepetiolatum
Cinnamomum_loureirii
Cinnamomum_ovatum
Cinnamomum_subavenicum
Cinnamomum_tenuipilis
Cirrhopetalum_andersonii
Cirrhopetalum_frostii
Cirrhopetalum_guttulatum
Cirrhopetalum_macraei
Cirrhopetalum_mastersianum
Cirrhopetalum_miniatum
Cirrhopetalum_papillosum
Cirrhopetalum_pumilio
Cirrhopetalum_taeniophyllum
Cissus_annamica
Clegohornia_malaccensis
Cleidion_taynguyenensis
Cleisostoma_phitamii
Cleisostoma_tricornutum
Cleistanthus_javanica
Cleome_speciosa
Clerodendrum_thomsonae
Clethra_chapaensis
Cnesmosa_javanica
Cocculus_diversifolia
Coffea_dewevrei
Coix_gigantea
Colobogyne_langbianensis
Commelina_forskaolii
Conandron_rhynchotechioides
Congea_muniri
Crateva_reliogiosa
Crispa_garcinifolia
Crosandra_infundibuliformis
Crotalaria_sessilifolia
Croton_boinianus
Croton_crasifolius
Croton_lasianthus
Croton_maieuticus
Cryptochilus_ctenostachya
Cryptolepis_buchananii
Cyathocalyx_sumatrana
Cymbidium_cochlea
Cymbidium_longifolium
Cymbopogon_cambodgiensis
Cynara_scholymus
Cyperus_diffuus
Cyperus_halpan
Cyperus_micholianus
Cyperus_tegetiformis
Daemonorops_mollispinus
Dalbergia_entadioides
Dalbergia_vetulina
Dasymaschalon_sootepensis
Dehaasia_curtisii
Dendrobium_evaginatum
Dendrobium_guangxiense
Dendrobium_nobile_var._alboluteum
Dendrobium_phalaenopsis
Desmodium_fallax
Desmodium_repandum
Dichapetalum_gelonoides
Dieffenbachia_picta
Digitaria_ternatea
Diosporopsis_longifolia
Diospyros_rubra
Dischidia_singularis_Craib
Dodonaea_angustifolia
Donax_cannaeformis
Doritis_pulcherrima
Doronicum_caucasium
Dracaena_deremensis
Dracontomelum_dao
Dracontomelum_schmidii
Duabanga_gradiflora
Dysoxylum_allicaceum
Dysoxylum_binectariferum
Dysoxylum_tonkinensis
Echinochloa_stagina
Ehretia_longifolia
Ehretia_tsiangii
Elaeagnus_sarmentosus
Elaeocarpus_bracanus
Elaeocarpus_coastilus
Elaeocarpus_varunus
Elatostema_eurynchum
Eleuthrine_bulbosa
Elytraria_tridentata
Emelia_sonchifolia
Enicostema_axilare
Epicranthes_abbrevilabium
Epigeneium_annamense
Eragrostis_brizoides
Eragrostis_diplachnoides
Eria_acervata
Eria_bipunctata
Eria_muscicola
Eria_stricta
Eriocaulon_bonii
Eriocaulon_luzulaefolium
Eriolaena_candoliei
Eulophia_yunnanensis
Euonymus_chinensis
Euonymus_cuspidatus
Euphorbia_chrysocoma
Eurya_groffii
Excentrodendron_hsienmu
Ficus_balansae
Ficus_vilosa
Fimbristylis_Aphylla
Fimbristylis_onchinidiocarpa
Floscopa_glabratus
Fraxinus_insularis
Galeola_nudiflora
Garcinia_tinctoria
Gastrochilus_bigibbus
Gastrochilus_setosus
Gastrochilus_suavis
Gentiana_indica
Gentiana_rigescens
Gladiolus_gandavensis
Glenniea_therolii
Globba_barthei
Glochidion_annamense
Glochidion_velutinum
Glossogyne_tenuifolia
Glyptopetalum_longepdunculatum
Glyptopetalum_thorelli
Gmelina_philippinensis
Gnetum_macrostachyanum
Gomphia_striata
Gomphostemma_paviflorum
Grammitis_dorsipila
Grewia_acuminata
Grewia_callophylla
Grewia_glabra
Guihaia_grossefibrosa
Gymananthera_oblonga
Gymnema_alterniflorum
Gymnopetalum_integrifolium
Gynura_ovalis
Haemanthus_multiflorum
Halophila_ovata
Harmandia_mekongensis
Hedychium_yunnaense
Hedyotis_crassifolia
Hemiboea_thanhhoensis
Heritiera_cordata
Hernandia_nymphifolia
Heteropappus_hispidus
Holoptelea_integrifolia
Homalomena_pedula
Hopea_vietnamensis
Horsfieldia_hainanensis
Horsfieldia_thorelii
Hoya_longipedunculata
Hoya_macrophylla
Hoya_wallichiana
Hupezia_squarrosa
Hydnocarpus_anthelmintica
Hydnocarpus_saigonensis
Hydrocotyle_chinensis
Hygrophyla_polysperma
Hymenorchis_phitamii
Hypolytrum_longiostre
Hyptis_rhomboidea
Ilex_annamensis
Ilex_purpurea
Ilex_trifolia
Impatiens_claviger
Impatiens_luteola
Ipomoea_bonii
Ipomoea_digitata
Ipomoea_muricata
Ipomoea_pes-
Ipomoea_polymorpha
Isoglossa_fastidiosa
Jasminanthes_xuanlienensis
Jasminum_arborescens
Jasminum_eberhardtii
Jasminum_microcalyx
Jasminum_nervosum
Jasminum_pierreanum
Justicia_neesiana
Kadsura_logipedunculata
Kaempferia_pulchra
Kalanchoe_tubiflora
Kopsia_cochinchinensis
Lagerstroemia_loudonii
Laportea_thorelii
Lasianthus_fansipanensis
Lemnaphyllum_microphyllum
Leptochilus_hemitomus
Leucas_mollissima
Ligustrum_sinense
Lilium_polanei
Lindera_aggregate
Lindernia_antipoda
Lindernia_ciliata
Lindernia_latifolia
Lindernia_pusilla
Lindernia_stolonifera
Linociera_robinsonii
Liparis_elliptica
Liparis_mannii
Liparis_viridiflora
Lithocarpus_dahuoaiensis
Lithocarpus_elizabethae
Lithocarpus_kemmeratensis
Lithocarpus_leucostachyus
Lithocarpus_obovatifolius
Lithocarpus_podocarpus
Lithocarpus_vuquangensis
Litsea_brevipes
Litsea_chartacea
Litsea_ferruginea
Litsea_laevifolia
Litsea_monopelata
Litsea_panamonja
Litsea_thorelii
Lobelia_heyniana
Loeseneriella_merrilleana
Lonicera_hildebrandica
Luisia_trichorhiza
Lumitzera_littorea
Lycium_cochinchinense
Lygodium_auriculatus
Macaranga_microcarpa
Machilus_grandibrecteata
Maclurochloa_locbacensis
Magnolia_tiepii
Malleola_luongii
Mallotus_kurzii
Mallotus_oblongifolius
Mallotus_phongnhaensis
Manglietia_hainanensis
Manglietia_rufibarbata
Markhamia_stipulata_var._kerrii
Meiogyne_hainanensis
Melaleuca_leucadendron
Melastoma_candidum
Melastoma_normale
Melastoma_setigerum
Melocalamus_kbangensis
Melocalamus_truongsonensis
Melodinus_brachyphyllus
Melodinus_erianthus
Melodinus_tonkinensis
Melodorum_fruticosum
Memecylon_angustifolium
Memecylon_fruticosum
Memecylon_lilacinum
Mentha_aquatica
Mentha_x_piperita
Metathelipteris_flacida
Metathelypteris_singalanense
Michelia_fulva
Michelia_odorum
Microdesmis_caseariaefolia
Microstegium_faurieri
Miliusa_astiana
Miliusa_balansae
Miliusa_campanulata
Mischobulbum_macranthum
Mitrella_touranensis
Mitreola_reticulate
Monochoria_ovata
Mosla_tamdaoensisi
Nelsonia_canencens
Nepenthes_annamensis
Nephelaphyllum_thaovyae
Neyraudia_arundinaceus
Nothaphoebe_condensate
Nymphaea_tetragone
Nypa_fructicans
Ochroma_grandiflorum
Olax_evrardii
Olax_nana
Olea_macrophylla
Olea_rosea
Ophiopogon_alatus
Ophiopogon_draecaenoides
Ophiopogon_hayatae
Ophiopogon_intermedus
Oplismenus_burmanii
Oplismenus_undulatifolia
Oreogrammitis_parvula
Ormocarpum_cochinchinensis
Orophea_harmandiana
Orophea_mollis
Orophea_polycarpa
Orophea_tonkinensis
Osyricera_spadiciflorum
Oxalis_corymbosa
Pachyptera_(DC.)
Palaquium_annamensis
Parabaena_sagitta
Parabarium_micranthum
Paraboea_dictioneura
Paraboea_swinhoii
Paramichelia_baillonii
Paris_chinensis
Passiflora_sumatrana
Pedilanthus_tithymaloides
Peliosanthes_argenteostriata
Peliosanthes_grandiflora
Peliosanthes_humilis
Peliosanthes_kenhilloides
Peliosanthes_nivea
Peliosanthes_retroflexa
Peltophorum_dasyrrachis
Pentaphragma_honbaense
Peristrophe_bivalvis
Persea_parvifolia
Phalaenopsis_petelotii
Pharbitis_indica
Philodendron_scandens
Phoebe_attenuate
Phoebe_hungmaoensis
Phoenix_loureiri
Phragmites_maximus
Phyllagathis_scorpiothyrsioides
Phyllanthus_collinsae
Phyllostachys_pubescens
Picris_hieracioides
Pilea_cadieri
Pilea_melastomatoides
Piper_baccatum
Piper_boehmeriaefolium
Piper_brevicaule
Piper_hymenophyllum
Piper_montium
Pistacia_weinmannifolia
Pittosporum_floribundum
Pityrograma_calomelanos
Platanus_kerrii
Plumbago_indica
Plumeria_acuminata
Podochilus_rotundipetala
Pogostemon_auricularia
Pogostemon_globulosum
Poicilospermum_suaveolens
Polyalthia_bracteosa
Polyalthia_corticosa
Polyalthia_evecta
Polyalthia_harmandii
Polyalthia_jenkinsii
Polyalthia_modesta
Polyalthia_praeflorens
Polyalthia_thorelii
Polycarpaea_arenaria
Polycarpae_gaudichaudii
Polygala_glomerata
Polygala_persicariaefolia
Polygonum_barbatum
Polygonum_glabrum
Polygonum_macrathum
Polygonum_minus
Polygonum_plebejum
Polygonum_tomentosum
Polyosma_annamensis
Polyosma_dolichocarpa
Polyosma_integrifolia
Polyosma_nhatrangensis
Polyspora_microphylla
Polystichum_hagiangense
Polystichum_minimum
Popowia_cambodica
Portulaca_pilosa
Potameia_chinensis
Pouzolzia_elegans
Pratica_montana
Premna_latifolia
Prosaptia_urceolare
Pseuderanthemum_crenulatum
Pseudoxytenanthera_hayatae
Pseudoxytenanthera_parvifolia
Pseudoxytenanthera_sinuata
Pseudoxytenanthera_tenuispiculata
Pseuduvaria_parviflora
Pterocera_pallidum
Pterospermum_angustifolium
Pterospermum_diversifolium
Ptychosperma_macarthuri
Pycreus_polystachyus
Pyrenacantha_volubilis
Pyrethrum_cineraciifolium
Pyrrosia_subfurfurascea
Quercus_bambusifolia
Quercus_chapaensis
Quercus_edithae
Reevesia_orbiculare
Reevesia_thyroidea
Rhododendron_klossii
Rhododendron_nuttalii
Rhopalephora_scaberrina
Rhynchelytrum_repens
Rinorea_javanica
Rinorea_macrophylla
Robiquetia_spathula
Rohdea_wattii
Rorippa_nasturtium-aquaticum
Rourea_harmandiana
Roureopsis_acutipetala
Ruellia_repens
Rumex_acetocella
Rumex_wallichii
Rungia_chinensis
Sabal_princeps
Sacrosperma_affine
Sacrosperma_kontumense
Sagittaria_guyanensis
Salix_thorelii
Salomonia_cantonensis
Salvia_plebeian
Sambucus_simpsonii
Sanchezia_nobilis
Sansevieria_cannaliculata
Sapindus_chrysotrichus
Sapindus_sonlaensis
Sapium_cochinchinensis
Sapium_insigne
Sarcaudra_glabra
Sauropus_retroversus
Sauropus_spatulaefolius
Schefflera_farinosa
Schefflera_trevesiodes
Schinus_terebinthifolius
Schizandra_chinensis
Schizandra_propinqua
Schizostachyum_langbianense
Schizostachyum_ninhthuanense
Schoenorchis_hangianae
Scirpus_fluitans
Scirpus_grossus
Scirpus_siamensis
Scirpus_wichurai
Scleroglossum_sulcatum_(Kuhn)
Scolophyllum_ilicifolium
Sebastiania_chamaelea
Selaginella_involvens
Selaginella_trachiphylla
Senecio_chrysanthemoides
Senecio_spelaeicolus
Sesbania_paludosa
Setaria_glauca
Sida_mysorensia
Siegesbeckia_glabrescens
Sinocalamus_nudus
Sinocrassula_vietnamensis
Sloanea_kerrii
Solanum_ferox
Solanum_robinsonii
Solanum_thorelii
Staurogyne_balansae
Staurogyne_diandra
Staurogyne_lanceolata
Staurogyne_malaccensis
Staurogyne_neesii
Staurogyne_scandens
Staurogyne_simonsii
Staurogyne_tenera
Stemona_collinsae
Stemona_saxorum
Sterculia_aberrans
Sterculia_bracteata
Sterculia_cochinchinensis
Sterculia_gracilipes
Sterculia_hyposticta
Sterculia_lissophylla
Sterculia_rubiginosa
Stereospermum_binhchauensis
Streptocaulon_wallichii
Strobilanthes_auriculatus
Strobilanthes_longespicatus
Strychnos_daclacensis
Strychnos_rupicola
Stylosanthes_guyanensis
Styrax_benzoin
Symplocos_guillauminii
Symplocos_longifolia
Syzygium_latilimbum
Syzygium_tonkinensis
Tabernaemontana_hainanensis
Tainia_pauciflora
Terminalia_citrina
Terminalia_procera
Tetracera_asiatica
Tetrastigma_pachyphylllum
Thelypteris_papyraceus
Thismia_okhaensis
Thladiantha_siamensis
Thunbergia_grandiflora
Torenia_benthamiana
Torenia_concolor
Torenia_fournierii
Torenia_hayatae
Torenia_poilanei
Torenia_thorelii
Tradescentia_pallida
Triadica_sebifea
Trichomanes_parvifolium
Trigonostemon_capitellatus
Tripogon_chinense
Triumfetta_pilosa
Tupistra_densiflora
Tupistra_gracilis
Tupistra_patula
Tupistra_wattii
Typhonium_violaefolium
Ulmus_lancifolia
Urochloa_mutica
Uvaria_hirsuta
Uvaria_micrantha
Vaccinium_vietnamense
Vanda_micholitzii
Vatica_mangachopoi
Vernonia_villosa
Viburnum_odoratissimum
Vigna_(F.G
Viola_hortensis
Vitis_balansaeana
Wallichia_chinensis
Walsura_bonii
Waltheria_americana
Wikstroemia_androsaemifolia
Wikstroemia_nutans
Xanthophyllum_annamense
Xanthophyllum_eberhardtii
Xantolis_barauenssis
Xerospermum_noronhianum
Xiphopterella_parva
xoa_xóa
Xylosma_longifolium
Zeuxine_abbreviata
Zingiber_acuminata
Zoysia_tenuifolia
